,خالق,صانع
المنطق,0.6178176924586296,0.7075125798583031
هوية,0.6177940964698792,0.7392376661300659
ارتفع,0.6177577376365662,0.7060168584187826
يسود,0.6177486181259155,0.6797995090484619
الرحمن,0.6177359620730082,0.6936921013726128
الأوقات,0.6176783442497253,0.6841462850570679
مرجع,0.6176520160266331,0.721179587500436
##صورة,0.617612886428833,0.6855043172836304
تنقل,0.6174570918083191,0.6964370012283325
خالف,0.6174438510622297,0.683692991733551
موضوع,0.6173938115437826,0.6939393083254496
والقمر,0.6172947585582733,0.7483736872673035
الراحة,0.6172835528850555,0.662421315908432
رزقه,0.6172666430473328,0.690360426902771
مهمه,0.6172386209170023,0.6853639682133993
الحيوان,0.6172119975090027,0.6707801818847656
زود,0.6172100901603699,0.7157677412033081
الشعبي,0.6171762943267822,0.7958502769470215
يتطلع,0.6171368658542633,0.7106438279151917
وداع,0.6171323711221869,0.6959124857729132
بيف,0.617050051689148,0.6795327067375183
فنون,0.6170002222061157,0.69312584400177
فترة,0.616984520639692,0.6997198036738804
ختم,0.616901159286499,0.7014110684394836
وصلك,0.6168257594108582,0.7123222748438517
ميلاد,0.6168134212493896,0.7029359042644501
حسبنا,0.6168097853660583,0.6597872376441956
وأصيب,0.6168096661567688,0.7116443514823914
هؤلاء,0.6167719483375549,0.669745123386383
حدائق,0.616737445195516,0.6762385368347168
سيدنا,0.6166459918022156,0.6546965837478638
طبقات,0.6166053811709086,0.6930796106656393
ياليت,0.6165909767150879,0.6955738067626953
سنتين,0.6165207922458649,0.6984861493110657
الأدلة,0.6165189146995544,0.6725996434688568
طالبة,0.6165063083171844,0.7128424346446991
إغلاق,0.6165017187595367,0.7093642055988312
فقدان,0.6164721548557281,0.6827824413776398
##ريش,0.6164493560791016,0.6669541001319885
وتنتهي,0.6163434982299805,0.7765779495239258
وتحمل,0.6163338184356689,0.7229254841804504
استطعت,0.616148122719356,0.6858622261456081
الشرعي,0.6161389648914337,0.7201135754585266
##وارد,0.6161205172538757,0.7185811102390289
الربح,0.616118848323822,0.6805229783058167
حامد,0.6161138713359833,0.7065480947494507
وثلاثة,0.6159317195415497,0.6791125237941742
وتابع,0.6159012019634247,0.6871452033519745
مولد,0.6158928275108337,0.6656337380409241
عكس,0.6157479584217072,0.6845293045043945
داع,0.6157477180163066,0.6855034033457438
أنثى,0.6157026886940002,0.6730045080184937
بينما,0.6156813303629557,0.6970871885617574
##راث,0.6156521439552307,0.7122503519058228
معلق,0.6156208237012227,0.688217842578888
لآخر,0.6155023872852325,0.6832840889692307
وحدث,0.6154320985078812,0.7000570446252823
الماضيه,0.615410566329956,0.7749318480491638
مطعم,0.6153757348656654,0.6691282838582993
الرئاسة,0.6153715252876282,0.674496054649353
حدود,0.6153669208288193,0.6687440425157547
مجهود,0.615350604057312,0.688282140663692
الطريقة,0.6152952551841736,0.7087138175964356
الحجاب,0.6152878105640411,0.7070314288139343
مختلف,0.6152679324150085,0.707741379737854
نبيل,0.6152501255273819,0.7241063714027405
ويجعل,0.6152316927909851,0.7305740714073181
المكتبة,0.615186870098114,0.6989799737930298
يقولها,0.6151633858680725,0.689451277256012
ووال,0.6151565611362457,0.6865464746952057
وبهذا,0.6151127815246582,0.7610703110694885
ميعاد,0.6151086390018463,0.6649426221847534
إعلام,0.6150910258293152,0.6936253309249878
للمرأة,0.6150705814361572,0.6691687107086182
حرف,0.6150533740337079,0.7166865422175481
وجودها,0.6150530576705933,0.7220362424850464
مشاهد,0.6150469183921814,0.6898118853569031
الدليل,0.6150227561593056,0.7038108557462692
ركوب,0.6149987578392029,0.7265251278877258
تمضي,0.6149307489395142,0.7049547433853149
سابق,0.6149205425206352,0.6737073589773739
يرسم,0.614855170249939,0.655236005783081
مقدر,0.6148544549942017,0.6705255508422852
أنبأ,0.6148505806922913,0.6833837032318115
اليهودي,0.6147390604019165,0.7265852093696594
تنتهي,0.6146882176399231,0.6840246319770813
##لوق,0.6146388053894043,0.6774161557356516
وتلك,0.6146122054620222,0.6859148686582391
يلاحظ,0.6146038174629211,0.6579105854034424
وقنا,0.614465594291687,0.6766940951347351
العذاب,0.6144320070743561,0.7085738480091095
نية,0.6144121289253235,0.6686777174472809
سعة,0.6144087314605713,0.7076719999313354
وخلف,0.6144017179807028,0.7026185989379883
دلال,0.6143023322025934,0.6731902559598287
الشرك,0.6142590939998627,0.6927011609077454
الذكي,0.6142497539520264,0.704639220237732
وحيدا,0.6142168641090393,0.7523797452449799
##اعر,0.6140761077404022,0.6905403633912405
ولكم,0.6140571236610413,0.6873475313186646
نهاية,0.614048957824707,0.6794878244400024
ولكنهم,0.6139768958091736,0.6786704063415527
وحديث,0.6138799786567688,0.7131459414958954
برسم,0.6138492226600647,0.6672588884830475
##للات,0.6138230562210083,0.6699774861335754
##ايه,0.6137893795967102,0.7107469439506531
يهدد,0.6137726902961731,0.7132582664489746
##عيم,0.6137495934963226,0.6881072521209717
يتيم,0.6137410402297974,0.7040466070175171
الأفضل,0.6136521100997925,0.6960881114006042
ميت,0.6136388801611387,0.672772059073815
شجره,0.6136074662208557,0.7166045904159546
قليلة,0.6135957717895508,0.7040107846260071
العمال,0.6135798692703247,0.7243607044219971
رواه,0.6135696172714233,0.6817971467971802
سالب,0.6135251011167254,0.6723629661968776
طبعا,0.613516628742218,0.7157109975814819
الموعد,0.6134603023529053,0.6705079078674316
صعبة,0.6134282350540161,0.6913270354270935
الميت,0.6133813261985779,0.7108405232429504
عثمان,0.6133702198664347,0.67742786804835
تسوق,0.6132644414901733,0.6911048293113708
بتج,0.613249659538269,0.7397372126579285
كبيرا,0.6132362087567648,0.7118321657180786
للبيع,0.6132138013839722,0.7079215884208679
ينفعك,0.6132076978683472,0.653653621673584
القبطية,0.6131136417388916,0.7070522308349609
حاسد,0.6130981743335724,0.6803703705469767
يوجد,0.6130092144012451,0.6693951040506363
صديق,0.6128480268849267,0.6518006556563907
ابنته,0.6128196120262146,0.6926587820053101
الأقل,0.612782895565033,0.705422580242157
##وائد,0.6127559542655945,0.7087919235229492
يدك,0.6126566926638285,0.6989479462305704
بإضافة,0.6125649809837341,0.7438898086547852
احرار,0.6125229001045227,0.7085503339767456
عقله,0.6125081479549408,0.6952794939279556
المستقل,0.6124116778373718,0.7154160141944885
يملك,0.6123878955841064,0.663916826248169
تنوي,0.6123048663139343,0.7127644419670105
لدينا,0.6122495532035828,0.713849276304245
قدها,0.6120608448982239,0.6506044268608093
